Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Sales_Value,OOS_Status,OOS_Percentage,DOI,FIFO_Priority,Replenishment_Status
2022-04-21,S004,P0003,Furniture,West,141,42,0,119.43,15,Rainy,1,114.65,Spring,0,62,5016.06,In Stock,,3.36,Normal,Sufficient
2022-04-21,S004,P0004,Groceries,West,854,131,0,58.74,10,Rainy,1,62.44,Spring,0,163,7694.94,In Stock,,6.52,Normal,Sufficient
2022-04-21,S004,P0005,Clothing,West,130,81,0,62.98,10,Rainy,0,58.78,Spring,0,69,5101.38,In Stock,,1.60,Normal,Sufficient
2022-04-21,S004,P0006,Groceries,West,158,74,0,38.21,5,Rainy,0,37.65,Spring,0,112,2827.54,In Stock,,2.14,Normal,Sufficient
2022-04-21,S004,P0007,Groceries,West,160,76,0,25.59,5,Rainy,0,25.26,Spring,0,65,1944.84,In Stock,,2.11,Normal,Sufficient
2022-04-21,S004,P0008,Furniture,West,134,79,0,101.81,0,Rainy,0,93.51,Spring,0,69,8042.99,In Stock,,1.70,Normal,Sufficient
2022-04-21,S004,P0009,Clothing,West,662,76,0,107.05,10,Rainy,0,97.11,Spring,0,89,8135.8,In Stock,,8.71,Normal,Sufficient
2022-04-21,S004,P0010,Groceries,West,509,90,655,23.39,25,Rainy,1,21.87,Spring,0,141,2105.1,In Stock,,5.66,Normal,Sufficient
2022-04-21,S004,P0011,Clothing,West,841,76,0,55.7,5,Rainy,0,52.89,Spring,0,75,4233.2,In Stock,,11.07,Normal,Sufficient
2022-04-21,S004,P0012,Electronics,West,91,50,73,104.87,0,Rainy,0,124.56,Spring,0,68,5243.5,In Stock,,1.82,Normal,Sufficient
2022-04-21,S004,P0013,Groceries,West,322,135,0,20.66,10,Rainy,0,24.38,Spring,0,133,2789.1,In Stock,,2.39,Normal,Sufficient
2022-04-21,S004,P0014,Furniture,West,168,126,205,156.1,20,Rainy,1,182.01,Spring,0,120,19668.6,In Stock,,1.33,Normal,Sufficient
2022-04-21,S004,P0015,Furniture,West,257,116,0,110.83,10,Rainy,1,96.15,Spring,0,132,12856.28,In Stock,,2.22,Normal,Sufficient
2022-04-21,S004,P0016,Furniture,West,231,128,0,122.15,20,Rainy,1,107.86,Spring,0,138,15635.2,In Stock,,1.80,Normal,Sufficient
2022-04-21,S004,P0017,Clothing,West,164,142,153,103.43,10,Rainy,1,102.86,Spring,0,131,14687.06,In Stock,,1.15,Normal,Sufficient
2022-04-21,S004,P0018,Furniture,West,86,80,79,153.43,10,Rainy,0,144.01,Spring,0,75,12274.4,In Stock,,1.08,Normal,Sufficient
2022-04-21,S004,P0019,Clothing,West,166,61,0,54.84,5,Rainy,0,64.88,Spring,0,84,3345.24,In Stock,,2.72,Normal,Sufficient
2022-04-21,S004,P0020,Furniture,West,118,94,0,117.15,15,Rainy,1,127.93,Spring,0,89,11012.1,In Stock,,1.26,Normal,Sufficient
2022-04-21,S005,P0001,Groceries,North,423,98,0,12.17,10,Rainy,0,14.7,Spring,0,136,1192.66,In Stock,,4.32,Normal,Sufficient
2022-04-21,S005,P0002,Electronics,North,233,125,0,47.78,0,Rainy,0,50.62,Spring,0,140,5972.5,In Stock,,1.86,Normal,Sufficient
2022-04-21,S005,P0003,Toys,North,142,142,162,31.34,15,Rainy,1,30.54,Spring,0,142,4450.28,In Stock,,1.00,Normal,Sufficient
2022-04-21,S005,P0004,Groceries,North,145,137,156,7.99,10,Rainy,1,9.54,Spring,0,144,1094.63,In Stock,,1.06,Normal,Sufficient
2022-04-21,S005,P0005,Groceries,North,194,50,0,13.46,0,Rainy,0,14.4,Spring,0,45,673,In Stock,,3.88,Normal,Sufficient
2022-04-21,S005,P0006,Groceries,North,697,76,0,51.98,10,Rainy,0,51.15,Spring,0,74,3950.48,In Stock,,9.17,Normal,Sufficient
2022-04-21,S005,P0007,Groceries,North,170,105,0,79.84,5,Rainy,0,73.71,Spring,0,89,8383.2,In Stock,,1.62,Normal,Sufficient
2022-04-21,S005,P0008,Groceries,North,80,80,135,65.09,10,Rainy,0,70.97,Spring,0,144,5207.2,In Stock,,1.00,Normal,Sufficient
2022-04-21,S005,P0009,Groceries,North,530,78,0,94.41,5,Rainy,0,112.93,Spring,0,109,7363.98,In Stock,,6.79,Normal,Sufficient
2022-04-21,S005,P0010,Groceries,North,595,76,0,51.23,25,Rainy,1,48.32,Spring,0,124,3893.48,In Stock,,7.83,Normal,Sufficient
2022-04-21,S005,P0011,Electronics,North,641,85,0,72.16,10,Rainy,0,80.02,Spring,0,94,6133.6,In Stock,,7.54,Normal,Sufficient
2022-04-21,S005,P0012,Furniture,North,64,54,0,117.65,5,Rainy,0,108.19,Spring,0,49,6353.1,In Stock,,1.19,Normal,Sufficient
2022-04-21,S005,P0013,Groceries,North,493,64,0,67.58,0,Rainy,0,64.3,Spring,0,56,4325.12,In Stock,,7.70,Normal,Sufficient
2022-04-21,S005,P0014,Furniture,North,377,148,414,147.13,25,Rainy,1,175.84,Spring,0,126,21775.24,In Stock,,2.55,Normal,Sufficient
2022-04-21,S005,P0015,Groceries,North,314,77,269,49.07,15,Rainy,1,42.63,Spring,0,126,3778.39,In Stock,,4.08,Normal,Sufficient
2022-04-21,S005,P0016,Toys,North,160,160,553,36.79,20,Rainy,1,34.78,Spring,0,169,5886.4,In Stock,,1.00,Normal,Sufficient
2022-04-21,S005,P0017,Toys,North,164,116,125,31.64,25,Rainy,1,29.04,Spring,0,114,3670.24,In Stock,,1.41,Normal,Sufficient
2022-04-21,S005,P0018,Clothing,North,103,29,0,16.93,0,Rainy,0,19.84,Spring,0,28,490.97,In Stock,,3.55,Normal,Sufficient
2022-04-21,S005,P0019,Furniture,North,54,54,0,149.23,0,Rainy,0,172.7,Spring,0,94,8058.42,In Stock,,1.00,Normal,Sufficient
2022-04-21,S005,P0020,Toys,North,222,102,0,26.67,20,Rainy,1,26.23,Spring,0,102,2720.34,In Stock,,2.18,Normal,Sufficient
2022-04-22,S001,P0001,Electronics,North,273,59,0,63.82,10,Rainy,0,58.07,Spring,0,77,3765.38,In Stock,,4.63,Normal,Sufficient
2022-04-22,S001,P0002,Clothing,North,124,71,56,58.62,0,Rainy,0,65.38,Spring,0,65,4162.02,In Stock,,1.75,Normal,Sufficient
2022-04-22,S001,P0003,Clothing,North,159,106,0,55.78,5,Rainy,0,50.42,Spring,0,99,5912.68,In Stock,,1.50,Normal,Sufficient
2022-04-22,S001,P0004,Electronics,North,134,44,102,90.89,10,Rainy,0,88.79,Spring,0,61,3999.16,In Stock,,3.05,Normal,Sufficient
2022-04-22,S001,P0005,Groceries,North,669,139,737,66.05,15,Rainy,1,57.49,Spring,0,172,9180.95,In Stock,,4.81,Normal,Sufficient
2022-04-22,S001,P0006,Toys,North,735,48,0,38.52,5,Rainy,0,36.56,Spring,0,76,1848.96,In Stock,,15.31,Normal,Sufficient
2022-04-22,S001,P0007,Groceries,North,640,105,0,27.76,5,Rainy,0,24.24,Spring,0,134,2914.8,In Stock,,6.10,Normal,Sufficient
2022-04-22,S001,P0008,Electronics,North,83,83,195,55.98,5,Rainy,0,49.11,Spring,0,169,4646.34,In Stock,,1.00,Normal,Sufficient
2022-04-22,S001,P0009,Clothing,North,136,100,105,83.96,5,Rainy,0,96.62,Spring,0,92,8396,In Stock,,1.36,Normal,Sufficient
2022-04-22,S001,P0010,Furniture,North,179,60,0,135.55,5,Rainy,0,135.53,Spring,0,90,8133,In Stock,,2.98,Normal,Sufficient
2022-04-22,S001,P0011,Furniture,North,212,78,161,145.44,10,Rainy,0,170.08,Spring,0,73,11344.32,In Stock,,2.72,Normal,Sufficient
2022-04-22,S001,P0012,Groceries,North,485,71,0,87.41,5,Rainy,0,82.11,Spring,0,115,6206.11,In Stock,,6.83,Normal,Sufficient
2022-04-22,S001,P0013,Toys,North,193,175,158,41.28,5,Rainy,0,36.82,Spring,0,168,7224,In Stock,,1.10,Normal,Sufficient
2022-04-22,S001,P0014,Groceries,North,300,46,0,67.35,0,Rainy,0,59.11,Spring,0,61,3098.1,In Stock,,6.52,Normal,Sufficient
2022-04-22,S001,P0015,Toys,North,69,64,50,14.68,0,Rainy,0,12.93,Spring,0,55,939.52,In Stock,,1.08,Normal,Sufficient
2022-04-22,S001,P0016,Groceries,North,598,147,0,35.55,20,Rainy,1,31.02,Spring,0,125,5225.85,In Stock,,4.07,Normal,Sufficient
2022-04-22,S001,P0017,Toys,North,162,130,153,23.61,20,Rainy,1,25.61,Spring,0,184,3069.3,In Stock,,1.25,Normal,Sufficient
2022-04-22,S001,P0018,Groceries,North,150,99,94,55.52,5,Rainy,0,66.08,Spring,0,86,5496.48,In Stock,,1.52,Normal,Sufficient
2022-04-22,S001,P0019,Furniture,North,63,61,56,99.03,10,Rainy,0,91.7,Spring,0,54,6040.83,In Stock,,1.03,Normal,Sufficient
2022-04-22,S001,P0020,Furniture,North,558,83,0,126.39,0,Rainy,0,124.42,Spring,0,77,10490.37,In Stock,,6.72,Normal,Sufficient
2022-04-22,S002,P0001,Groceries,South,476,87,0,71.03,10,Rainy,0,79.38,Spring,0,90,6179.61,In Stock,,5.47,Normal,Sufficient
2022-04-22,S002,P0002,Toys,South,478,124,0,37.42,0,Rainy,0,35.77,Spring,0,117,4640.08,In Stock,,3.85,Normal,Sufficient
2022-04-22,S002,P0003,Groceries,South,117,84,0,82.62,5,Rainy,0,77.36,Spring,0,104,6940.08,In Stock,,1.39,Normal,Sufficient
2022-04-22,S002,P0004,Groceries,South,425,105,0,40.47,5,Rainy,0,45.21,Spring,0,101,4249.35,In Stock,,4.05,Normal,Sufficient
2022-04-22,S002,P0005,Electronics,South,561,36,0,70.61,10,Rainy,1,74.82,Spring,0,49,2541.96,In Stock,,15.58,Normal,Sufficient
2022-04-22,S002,P0006,Clothing,South,79,66,60,60.44,0,Rainy,0,67.55,Spring,0,72,3989.04,In Stock,,1.20,Normal,Sufficient
2022-04-22,S002,P0007,Toys,South,879,143,0,34.21,0,Rainy,0,31.47,Spring,0,137,4892.03,In Stock,,6.15,Normal,Sufficient
2022-04-22,S002,P0008,Groceries,South,136,97,98,27.84,0,Rainy,0,31.13,Spring,0,122,2700.48,In Stock,,1.40,Normal,Sufficient
2022-04-22,S002,P0009,Groceries,South,394,29,0,46.77,10,Rainy,0,45.83,Spring,0,35,1356.33,In Stock,,13.59,Normal,Sufficient
2022-04-22,S002,P0010,Groceries,South,175,113,109,103.56,0,Rainy,0,102.01,Spring,0,131,11702.28,In Stock,,1.55,Normal,Sufficient
2022-04-22,S002,P0011,Groceries,South,393,169,0,111.75,10,Rainy,0,105.66,Spring,0,170,18885.75,In Stock,,2.33,Normal,Sufficient
2022-04-22,S002,P0012,Electronics,South,440,33,0,54.07,10,Rainy,0,52.48,Spring,0,44,1784.31,In Stock,,13.33,Normal,Sufficient
2022-04-22,S002,P0013,Groceries,South,487,50,0,20.05,10,Rainy,0,19.72,Spring,0,84,1002.5,In Stock,,9.74,Normal,Sufficient
2022-04-22,S002,P0014,Electronics,South,534,65,0,103.23,10,Rainy,0,116.04,Spring,0,71,6709.95,In Stock,,8.22,Normal,Sufficient
2022-04-22,S002,P0015,Clothing,South,681,30,0,59.52,0,Rainy,0,51.17,Spring,0,43,1785.6,In Stock,,22.70,Normal,Sufficient
2022-04-22,S002,P0016,Clothing,South,420,56,0,64.76,20,Rainy,1,63.14,Spring,0,56,3626.56,In Stock,,7.50,Normal,Sufficient
2022-04-22,S002,P0017,Toys,South,216,152,432,21.11,15,Rainy,1,23.3,Spring,0,150,3208.72,In Stock,,1.42,Normal,Sufficient
2022-04-22,S002,P0018,Clothing,South,111,101,97,28.91,5,Rainy,0,25.06,Spring,0,107,2919.91,In Stock,,1.10,Normal,Sufficient
2022-04-22,S002,P0019,Clothing,South,428,72,412,78.18,10,Rainy,0,85.79,Spring,0,93,5628.96,In Stock,,5.94,Normal,Sufficient
2022-04-22,S002,P0020,Furniture,South,103,70,0,133.51,0,Rainy,0,125.66,Spring,0,68,9345.7,In Stock,,1.47,Normal,Sufficient
2022-04-22,S003,P0001,Toys,East,106,75,0,15.23,5,Rainy,0,18.13,Spring,0,81,1142.25,In Stock,,1.41,Normal,Sufficient
2022-04-22,S003,P0002,Groceries,East,678,111,0,63.55,0,Rainy,0,73.69,Spring,0,137,7054.05,In Stock,,6.11,Normal,Sufficient
2022-04-22,S003,P0003,Electronics,East,133,133,137,106.53,5,Rainy,0,126.44,Spring,0,171,14168.49,In Stock,,1.00,Normal,Sufficient
2022-04-22,S003,P0004,Groceries,East,709,85,0,25.68,5,Rainy,0,25.2,Spring,0,132,2182.8,In Stock,,8.34,Normal,Sufficient
2022-04-22,S003,P0005,Toys,East,829,111,0,25.03,10,Rainy,1,22.38,Spring,0,145,2778.33,In Stock,,7.47,Normal,Sufficient
2022-04-22,S003,P0006,Toys,East,184,117,115,43.71,0,Rainy,0,46.66,Spring,0,129,5114.07,In Stock,,1.57,Normal,Sufficient
2022-04-22,S003,P0007,Groceries,East,743,80,0,13.95,10,Rainy,0,13.88,Spring,0,69,1116,In Stock,,9.29,Normal,Sufficient
2022-04-22,S003,P0008,Clothing,East,522,85,0,130.29,0,Rainy,0,119.65,Spring,0,117,11074.65,In Stock,,6.14,Normal,Sufficient
2022-04-22,S003,P0009,Groceries,East,100,100,150,59.77,0,Rainy,0,69.8,Spring,0,129,5977,In Stock,,1.00,Normal,Sufficient
2022-04-22,S003,P0010,Groceries,East,188,144,160,47.37,0,Rainy,0,44.97,Spring,0,143,6821.28,In Stock,,1.31,Normal,Sufficient
2022-04-22,S003,P0011,Electronics,East,281,80,0,119.71,0,Rainy,0,129.1,Spring,0,86,9576.8,In Stock,,3.51,Normal,Sufficient
2022-04-22,S003,P0012,Furniture,East,357,78,0,101.2,0,Rainy,0,90.1,Spring,0,67,7893.6,In Stock,,4.58,Normal,Sufficient
2022-04-22,S003,P0013,Groceries,East,1005,54,0,68.77,5,Rainy,0,61.94,Spring,0,81,3713.58,In Stock,,18.61,Normal,Sufficient
2022-04-22,S003,P0014,Groceries,East,517,100,0,104.72,5,Rainy,0,118.21,Spring,0,146,10472,In Stock,,5.17,Normal,Sufficient
2022-04-22,S003,P0015,Groceries,East,1142,68,0,85.65,10,Rainy,0,100.84,Spring,0,89,5824.2,In Stock,,16.79,Normal,Sufficient
2022-04-22,S003,P0016,Electronics,East,446,102,0,99.41,15,Rainy,1,88.38,Spring,0,128,10139.82,In Stock,,4.37,Normal,Sufficient
2022-04-22,S003,P0017,Furniture,East,282,67,0,105.71,20,Rainy,1,94.44,Spring,0,84,7082.57,In Stock,,4.21,Normal,Sufficient
2022-04-22,S003,P0018,Furniture,East,287,55,0,129.31,0,Rainy,0,113.13,Spring,0,50,7112.05,In Stock,,5.22,Normal,Sufficient
2022-04-22,S003,P0019,Groceries,East,172,135,110,55.64,10,Rainy,0,50.09,Spring,0,118,7511.4,In Stock,,1.27,Normal,Sufficient
2022-04-22,S003,P0020,Clothing,East,797,92,0,68.57,10,Rainy,0,60.9,Spring,0,87,6308.44,In Stock,,8.66,Normal,Sufficient
2022-04-22,S004,P0001,Groceries,West,802,57,0,10,5,Sunny,0,9.33,Spring,0,68,570,In Stock,,14.07,Normal,Sufficient
2022-04-22,S004,P0002,Groceries,West,163,114,226,21.14,5,Sunny,0,19.06,Spring,0,111,2409.96,In Stock,,1.43,Normal,Sufficient
2022-04-22,S004,P0003,Furniture,West,517,41,0,108.35,10,Sunny,0,125.27,Spring,0,36,4442.35,In Stock,,12.61,Normal,Sufficient
2022-04-22,S004,P0004,Groceries,West,723,36,0,45.01,5,Sunny,0,39.42,Spring,0,49,1620.36,In Stock,,20.08,Normal,Sufficient
2022-04-22,S004,P0005,Clothing,West,49,49,165,75.39,10,Sunny,1,86.75,Spring,0,140,3694.11,In Stock,,1.00,Normal,Sufficient
2022-04-22,S004,P0006,Groceries,West,332,32,0,32.02,0,Sunny,0,28.77,Spring,0,47,1024.64,In Stock,,10.38,Normal,Sufficient
2022-04-22,S004,P0007,Groceries,West,710,123,0,35.92,0,Sunny,0,32.04,Spring,0,155,4418.16,In Stock,,5.77,Normal,Sufficient
2022-04-22,S004,P0008,Furniture,West,55,55,164,130.53,0,Sunny,0,111.31,Spring,0,146,7179.15,In Stock,,1.00,Normal,Sufficient
2022-04-22,S004,P0009,Clothing,West,586,86,0,120.97,0,Sunny,0,107.74,Spring,0,94,10403.42,In Stock,,6.81,Normal,Sufficient
2022-04-22,S004,P0010,Groceries,West,419,155,0,31.06,10,Sunny,0,28.3,Spring,0,178,4814.3,In Stock,,2.70,Normal,Sufficient
2022-04-22,S004,P0011,Clothing,West,765,88,0,59.41,0,Sunny,0,65.68,Spring,0,94,5228.08,In Stock,,8.69,Normal,Sufficient
2022-04-22,S004,P0012,Electronics,West,114,91,112,115.02,10,Sunny,0,111.62,Spring,0,111,10466.82,In Stock,,1.25,Normal,Sufficient
2022-04-22,S004,P0013,Groceries,West,187,130,0,19.68,10,Sunny,0,20.99,Spring,0,117,2558.4,In Stock,,1.44,Normal,Sufficient
2022-04-22,S004,P0014,Furniture,West,42,42,0,165.77,0,Sunny,0,181.1,Spring,0,71,6962.34,In Stock,,1.00,Normal,Sufficient
2022-04-22,S004,P0015,Furniture,West,500,119,0,115.4,5,Sunny,0,114.18,Spring,0,127,13732.6,In Stock,,4.20,Normal,Sufficient
2022-04-22,S004,P0016,Furniture,West,103,68,0,102.54,20,Sunny,1,119.55,Spring,0,98,6972.72,In Stock,,1.51,Normal,Sufficient
2022-04-22,S004,P0017,Clothing,West,175,69,110,83.02,20,Sunny,1,70.95,Spring,0,99,5728.38,In Stock,,2.54,Normal,Sufficient
2022-04-22,S004,P0018,Furniture,West,85,78,123,182.12,0,Sunny,0,204.4,Spring,0,110,14205.36,In Stock,,1.09,Normal,Sufficient
2022-04-22,S004,P0019,Clothing,West,105,76,126,67.77,0,Sunny,0,66.09,Spring,0,117,5150.52,In Stock,,1.38,Normal,Sufficient
2022-04-22,S004,P0020,Furniture,West,215,50,0,123.54,5,Sunny,0,109.05,Spring,0,58,6177,In Stock,,4.30,Normal,Sufficient
2022-04-22,S005,P0001,Groceries,North,325,88,0,11.55,10,Rainy,0,11.35,Spring,0,102,1016.4,In Stock,,3.69,Normal,Sufficient
2022-04-22,S005,P0002,Electronics,North,658,90,0,42.62,0,Rainy,0,40.65,Spring,0,88,3835.8,In Stock,,7.31,Normal,Sufficient
2022-04-22,S005,P0003,Toys,North,162,93,97,30.13,0,Rainy,0,34.25,Spring,0,94,2802.09,In Stock,,1.74,Normal,Sufficient
2022-04-22,S005,P0004,Groceries,North,164,50,0,7.47,0,Rainy,0,7.22,Spring,0,75,373.5,In Stock,,3.28,Normal,Sufficient
2022-04-22,S005,P0005,Groceries,North,457,180,467,17.45,20,Rainy,1,20.49,Spring,0,200,3141,In Stock,,2.54,Normal,Sufficient
2022-04-22,S005,P0006,Groceries,North,621,118,584,68.52,5,Rainy,0,63.23,Spring,0,144,8085.36,In Stock,,5.26,Normal,Sufficient
2022-04-22,S005,P0007,Groceries,North,327,60,0,73.76,5,Rainy,0,63.72,Spring,0,67,4425.6,In Stock,,5.45,Normal,Sufficient
2022-04-22,S005,P0008,Groceries,North,135,107,172,71.81,5,Rainy,0,86.7,Spring,0,160,7683.67,In Stock,,1.26,Normal,Sufficient
2022-04-22,S005,P0009,Groceries,North,452,63,0,91.17,0,Rainy,0,109.37,Spring,0,83,5743.71,In Stock,,7.17,Normal,Sufficient
2022-04-22,S005,P0010,Groceries,North,519,60,0,48.92,5,Rainy,0,53.46,Spring,0,56,2935.2,In Stock,,8.65,Normal,Sufficient
2022-04-22,S005,P0011,Electronics,North,556,89,0,78.36,0,Rainy,0,90.57,Spring,0,87,6974.04,In Stock,,6.25,Normal,Sufficient
2022-04-22,S005,P0012,Furniture,North,10,10,0,130.05,5,Rainy,0,150.11,Spring,0,91,1300.5,In Stock,,1.00,Normal,Sufficient
2022-04-22,S005,P0013,Groceries,North,429,126,349,80.96,0,Rainy,0,86.37,Spring,0,124,10200.96,In Stock,,3.40,Normal,Sufficient
2022-04-22,S005,P0014,Furniture,North,229,50,0,140.05,10,Rainy,0,162.46,Spring,0,58,7002.5,In Stock,,4.58,Normal,Sufficient
2022-04-22,S005,P0015,Groceries,North,237,155,0,52.33,10,Rainy,0,56.72,Spring,0,146,8111.15,In Stock,,1.53,Normal,Sufficient
2022-04-22,S005,P0016,Toys,North,382,72,0,25.57,25,Rainy,1,23.02,Spring,0,72,1841.04,In Stock,,5.31,Normal,Sufficient
2022-04-22,S005,P0017,Toys,North,173,127,133,37.71,15,Rainy,1,33.31,Spring,0,131,4789.17,In Stock,,1.36,Normal,Sufficient
2022-04-22,S005,P0018,Clothing,North,74,72,65,20.65,5,Rainy,0,17.92,Spring,0,80,1486.8,In Stock,,1.03,Normal,Sufficient
2022-04-22,S005,P0019,Furniture,North,379,62,0,130.63,10,Rainy,0,150.59,Spring,0,86,8099.06,In Stock,,6.11,Normal,Sufficient
2022-04-22,S005,P0020,Toys,North,120,102,115,34.27,0,Rainy,0,41.14,Spring,0,127,3495.54,In Stock,,1.18,Normal,Sufficient
2022-04-23,S001,P0001,Electronics,North,214,35,0,61.74,0,Sunny,0,55.95,Spring,1,40,2160.9,In Stock,,6.11,Normal,Sufficient
2022-04-23,S001,P0002,Clothing,North,109,109,194,69.36,15,Sunny,1,74.85,Spring,1,170,7560.24,In Stock,,1.00,Normal,Sufficient
2022-04-23,S001,P0003,Clothing,North,53,53,622,53.36,25,Sunny,1,50.68,Spring,1,164,2828.08,In Stock,,1.00,Normal,Sufficient
2022-04-23,S001,P0004,Electronics,North,90,90,147,93.37,10,Sunny,0,99.76,Spring,1,83,8403.3,In Stock,,1.00,Normal,Sufficient
2022-04-23,S001,P0005,Groceries,North,530,111,0,46.4,25,Sunny,1,55.47,Spring,1,111,5150.4,In Stock,,4.77,Normal,Sufficient
2022-04-23,S001,P0006,Toys,North,687,32,0,28.9,10,Sunny,0,34.64,Spring,1,30,924.8,In Stock,,21.47,Normal,Sufficient
2022-04-23,S001,P0007,Groceries,North,535,95,0,22.83,5,Sunny,0,24.52,Spring,1,88,2168.85,In Stock,,5.63,Normal,Sufficient
2022-04-23,S001,P0008,Electronics,North,195,87,0,41.68,5,Sunny,0,49.77,Spring,1,88,3626.16,In Stock,,2.24,Normal,Sufficient
2022-04-23,S001,P0009,Clothing,North,141,141,151,95.34,10,Sunny,1,94.94,Spring,1,134,13442.94,In Stock,,1.00,Normal,Sufficient
2022-04-23,S001,P0010,Furniture,North,513,42,0,105.56,10,Sunny,0,103.42,Spring,1,38,4433.52,In Stock,,12.21,Normal,Sufficient
2022-04-23,S001,P0011,Furniture,North,134,46,0,148.38,5,Sunny,0,129.23,Spring,1,51,6825.48,In Stock,,2.91,Normal,Sufficient
2022-04-23,S001,P0012,Groceries,North,414,39,0,76.87,0,Sunny,0,74.54,Spring,1,62,2997.93,In Stock,,10.62,Normal,Sufficient
2022-04-23,S001,P0013,Toys,North,176,15,0,25.25,5,Sunny,0,22.79,Spring,1,23,378.75,In Stock,,11.73,Normal,Sufficient
2022-04-23,S001,P0014,Groceries,North,707,97,0,69.36,0,Sunny,0,82.14,Spring,1,83,6727.92,In Stock,,7.29,Normal,Sufficient
2022-04-23,S001,P0015,Toys,North,55,43,50,13.56,0,Sunny,0,14.8,Spring,1,48,583.08,In Stock,,1.28,Normal,Sufficient
2022-04-23,S001,P0016,Groceries,North,451,66,0,30.5,10,Sunny,0,34.37,Spring,1,60,2013,In Stock,,6.83,Normal,Sufficient
2022-04-23,S001,P0017,Toys,North,185,20,0,15.44,10,Sunny,0,17.43,Spring,1,21,308.8,In Stock,,9.25,Normal,Sufficient
2022-04-23,S001,P0018,Groceries,North,145,23,0,44.26,5,Sunny,0,50.45,Spring,1,27,1017.98,In Stock,,6.30,Normal,Sufficient
2022-04-23,S001,P0019,Furniture,North,58,53,50,95.31,10,Sunny,0,90.42,Spring,1,44,5051.43,In Stock,,1.09,Normal,Sufficient
2022-04-23,S001,P0020,Furniture,North,475,35,0,115.67,0,Sunny,0,105.13,Spring,1,53,4048.45,In Stock,,13.57,Normal,Sufficient
2022-04-23,S002,P0001,Groceries,South,389,54,0,63.11,10,Cloudy,0,75.16,Spring,1,57,3407.94,In Stock,,7.20,Normal,Sufficient
2022-04-23,S002,P0002,Toys,South,354,28,0,21.28,20,Cloudy,1,24.07,Spring,1,36,595.84,In Stock,,12.64,Normal,Sufficient
2022-04-23,S002,P0003,Groceries,South,647,88,0,64.53,20,Cloudy,1,68.89,Spring,1,97,5678.64,In Stock,,7.35,Normal,Sufficient
2022-04-23,S002,P0004,Groceries,South,320,81,270,40.29,5,Cloudy,0,37.59,Spring,1,84,3263.49,In Stock,,3.95,Normal,Sufficient
2022-04-23,S002,P0005,Electronics,South,525,27,0,59.69,25,Cloudy,1,51,Spring,1,40,1611.63,In Stock,,19.44,Normal,Sufficient
2022-04-23,S002,P0006,Clothing,South,73,73,123,71.21,0,Cloudy,0,64,Spring,1,105,5198.33,In Stock,,1.00,Normal,Sufficient
2022-04-23,S002,P0007,Toys,South,736,39,0,23.44,0,Cloudy,0,27.34,Spring,1,42,914.16,In Stock,,18.87,Normal,Sufficient
2022-04-23,S002,P0008,Groceries,South,137,126,122,25.5,10,Cloudy,0,25.01,Spring,1,111,3213,In Stock,,1.09,Normal,Sufficient
2022-04-23,S002,P0009,Groceries,South,365,62,0,59.02,10,Cloudy,1,55.57,Spring,1,98,3659.24,In Stock,,5.89,Normal,Sufficient
2022-04-23,S002,P0010,Groceries,South,171,54,0,74.97,10,Cloudy,0,79.73,Spring,1,79,4048.38,In Stock,,3.17,Normal,Sufficient
2022-04-23,S002,P0011,Groceries,South,601,79,0,105.66,0,Cloudy,0,94.99,Spring,1,114,8347.14,In Stock,,7.61,Normal,Sufficient
2022-04-23,S002,P0012,Electronics,South,1106,56,0,57.24,10,Cloudy,0,55.19,Spring,1,58,3205.44,In Stock,,19.75,Normal,Sufficient
2022-04-23,S002,P0013,Groceries,South,437,47,0,18.48,5,Cloudy,0,16.34,Spring,1,47,868.56,In Stock,,9.30,Normal,Sufficient
2022-04-23,S002,P0014,Electronics,South,469,21,0,89.02,5,Cloudy,0,104.9,Spring,1,20,1869.42,In Stock,,22.33,Normal,Sufficient
2022-04-23,S002,P0015,Clothing,South,651,84,0,58.27,10,Cloudy,0,65.1,Spring,1,78,4894.68,In Stock,,7.75,Normal,Sufficient
2022-04-23,S002,P0016,Clothing,South,364,56,0,80.85,0,Cloudy,0,70.52,Spring,1,55,4527.6,In Stock,,6.50,Normal,Sufficient
2022-04-23,S002,P0017,Toys,South,64,27,0,14.37,10,Cloudy,0,16.51,Spring,1,23,387.99,In Stock,,2.37,Normal,Sufficient
2022-04-23,S002,P0018,Clothing,South,107,50,74,28.1,0,Cloudy,0,25.94,Spring,1,83,1405,In Stock,,2.14,Normal,Sufficient
2022-04-23,S002,P0019,Clothing,South,356,121,0,89.37,5,Cloudy,0,89.13,Spring,1,102,10813.77,In Stock,,2.94,Normal,Sufficient
2022-04-23,S002,P0020,Furniture,South,33,31,0,116.77,5,Cloudy,0,107.45,Spring,1,47,3619.87,In Stock,,1.06,Normal,Sufficient
2022-04-23,S003,P0001,Toys,East,235,28,0,11.82,10,Sunny,0,13.12,Spring,1,29,330.96,In Stock,,8.39,Normal,Sufficient
2022-04-23,S003,P0002,Groceries,East,567,75,0,41.18,25,Sunny,1,40.06,Spring,1,76,3088.5,In Stock,,7.56,Normal,Sufficient
